|#SOURCE_ID|RA|DEC|NVSS_FLUX|INT_SPEC_INDX|3C_NAME|PKS_JNAME|PKS_1410_FLUX|PKS_635_FLUX|PKS_408_FLUX|PKS_SPEC_INDX 
1169|1046657|62.81072|7.131146|1.702499|-0.655522|3C106|PKS-J0411+0707|1.6|0.0|3.73|-0.675141
1170|1048359|281.406882|9.895662|4.614197|-0.922104|3C390|No-PKS|0.0|0.0|0.0|0.0
1171|1048589|73.848632|-20.570545|4.654046|-0.571805|No-3C|PKS-J0455-2034|4.7|0.0|11.3|-0.620651
1172|1049554|71.905221|-22.060098|2.121757|-0.093903|No-3C|PKS-J0447-2203|2.0|0.0|4.64|-0.785367
1173|1049559|73.841166|-21.99954|2.873641|1.902769|No-3C|No-PKS|0.0|0.0|0.0|0.0
1174|1049922|181.583028|4.103329|1.501408|-0.843356|No-3C|PKS-J1206+0406|1.5|0.0|4.67|-0.853866
1175|1049941|180.841483|4.238205|1.185516|0.299015|No-3C|PKS-J1203+0414|0.0|0.0|1.39|0.0
1176|1051794|173.403692|-19.904282|1.265276|-0.884479|No-3C|PKS-J1133-1954|1.4|0.0|4.94|-0.97344
1177|1053250|246.884466|21.207285|1.188141|-0.884379|No-3C|PKS-J1627+2112|1.1|4.7|0.0|-0.900815
1178|1055679|260.125591|-0.979783|55.670414|-0.711213|3C353|PKS-J1720-0058|54.0|97.0|138.0|-0.65316
1179|1055883|258.532544|0.583369|1.147257|-0.713509|No-3C|PKS-J1714+0034|1.13|1.6|2.87|-0.671337
1180|1055888|259.845425|0.619384|2.260523|-0.768434|No-3C|PKS-J1719+0037|2.18|3.6|5.54|-0.726713
1181|1056534|190.10747|-17.289501|1.078076|-0.498674|No-3C|PKS-J1240-1717|0.8|0.0|2.74|-0.771261
1182|1057567|55.874947|4.963984|2.827929|-0.763641|No-3C|PKS-J0343+0457|2.8|0.0|8.65|-0.77335
1183|1057705|57.445129|5.854388|2.182533|-0.51918|No-3C|PKS-J0349+0551|3.1|0.0|7.47|-0.668509
1184|1057706|57.442037|5.87081|1.121556|-0.566534|No-3C|PKS-J0349+0551|3.1|0.0|7.47|-0.668509
1185|1059476|218.571667|6.369285|1.023995|-0.749211|No-3C|PKS-J1434+0622|1.2|0.0|3.5|-0.825009
1186|1060113|221.318667|9.976633|2.506587|0.673546|No-3C|PKS-J1445+0958|0.0|0.0|1.9|0.0
1187|1062538|223.613578|-37.792775|1.652218|-0.541112|No-3C|PKS-J1454-3747|1.57|0.0|2.89|-0.363174
1188|1062667|223.78936|-36.925581|1.215837|-0.754712|No-3C|PKS-J1455-3655|0.0|0.0|2.9|0.0
1189|1062669|224.815891|-36.929923|1.479231|-0.443348|No-3C|PKS-J1459-3655|1.19|0.0|2.57|-0.58757
1190|1062695|223.610395|-36.650361|1.284687|-0.808152|No-3C|PKS-J1454-3640|2.8|0.0|7.52|-0.920865
1191|1062696|223.620158|-36.66563|2.660373|-0.962408|No-3C|PKS-J1454-3640|2.8|0.0|7.52|-0.920865
1192|1062777|224.276408|-36.083331|1.505241|-0.461551|No-3C|PKS-J1457-3605|1.1|0.0|3.34|-0.804332
1193|1063044|223.510407|-34.015629|1.108034|-0.046132|No-3C|PKS-J1454-3400|0.0|0.0|1.63|0.0
1194|1066015|86.037953|-9.294323|1.004037|0.100236|No-3C|PKS-J0544-0917|0.0|0.0|1.45|0.0
1195|1066533|39.628567|10.168788|1.104742|-0.802091|No-3C|PKS-J0238+1010|1.3|0.0|3.51|-0.85051
1196|1066677|40.621616|11.016895|1.699544|0.069487|No-3C|PKS-J0242+1101|0.0|0.0|0.0|0.0
1197|1068826|109.323554|-25.081566|4.418254|-0.65239|No-3C|PKS-J0717-2504|4.2|0.0|10.6|-0.648646
1198|1069077|106.639608|-23.193934|3.653628|-0.457535|No-3C|PKS-J0706-2311|3.3|0.0|7.37|-0.459635
1199|1069239|216.492271|-17.945255|1.218758|-0.647349|No-3C|PKS-J1425-1756|0.0|0.0|3.08|-0.849527
1200|1069579|214.749398|-15.926494|1.692026|-0.486316|No-3C|PKS-J1418-1555|1.7|0.0|3.65|-0.549546
1201|1072790|214.994998|27.028756|1.243329|-0.797893|No-3C|No-PKS|0.0|0.0|0.0|0.0
1202|1073639|210.388689|-11.584797|1.209476|-0.545445|No-3C|PKS-J1401-1136|2.0|0.0|5.0|-0.599977
1203|1073641|210.403389|-11.59513|2.052137|-0.524907|No-3C|PKS-J1401-1136|2.0|0.0|5.0|-0.599977
1204|1074431|140.372279|-26.31198|1.311392|0.421849|No-3C|PKS-J0921-2618|0.0|0.0|0.99|0.0
1205|1078341|79.020151|24.976904|3.143041|-0.66411|No-3C|PKS-J0516+2458|2.95|6.1|0.0|-0.805226
1206|1083065|110.338281|-12.092377|1.643162|-0.419697|No-3C|PKS-J0721-1205|1.5|0.0|2.6|-0.648534
1207|1083124|112.579669|-11.686709|2.850327|0.116624|No-3C|PKS-J0730-1141|0.0|0.0|2.63|0.0
1208|1086906|176.755619|-38.20318|1.853884|0.300288|No-3C|PKS-J1147-3812|0.99|0.0|0.94|0.047512
1209|1087570|59.94523|-37.007917|1.518268|-0.76856|No-3C|PKS-J0359-3700|1.6|2.1|4.68|-0.805258
1210|1087935|56.630255|-34.378167|2.899013|-0.69109|No-3C|PKS-J0346-3422|3.1|0.0|9.3|-0.743691
1211|1088369|139.233665|-31.610688|1.083004|-0.668261|No-3C|PKS-J0916-3136|0.0|0.0|2.72|-0.710682
1212|1088957|206.266054|-31.669298|1.062721|-0.638853|No-3C|PKS-J1345-3140|0.0|0.0|2.54|0.0
1213|1089184|206.464643|-30.251154|1.46062|0.133638|No-3C|PKS-J1345-3015|0.0|0.0|2.45|0.0
1214|1089228|93.455637|26.077019|5.05743|-0.876116|3C154|PKS-J0613+2604|3.25|4.7|9.2|-0.738052
1215|1092948|71.168797|2.797635|1.157949|-0.881383|No-3C|PKS-J0444+0247|0.0|0.0|3.71|-0.859642
1216|1093897|250.954752|-15.440585|1.339018|-0.948239|No-3C|PKS-J1643-1526|1.2|0.0|4.4|-0.548647
1217|1096210|57.872074|-14.491768|3.094375|-0.933935|No-3C|PKS-J0351-1429|2.8|0.0|11.6|-0.994565
1218|1097103|322.274732|7.549176|2.10019|-0.868411|3C435|PKS-J2129+0732|2.4|0.0|6.62|-0.872627
1219|1097362|322.840655|9.209369|1.032852|-0.649498|No-3C|PKS-J2131+0912|0.0|0.0|2.65|-0.709137
1220|1098266|37.899978|-20.674289|1.230283|-0.374854|No-3C|PKS-J0231-2040|0.0|0.0|0.0|0.0
1222|1100513|169.145088|29.255896|1.970652|-0.577186|No-3C|No-PKS|0.0|0.0|0.0|0.0
1223|1102101|328.015758|-28.474788|2.935533|-0.421043|No-3C|PKS-J2152-2828|2.8|0.0|5.68|-0.488518
1225|1102581|145.803086|2.724269|1.354596|-0.529306|No-3C|PKS-J0943+0243|1.28|1.5|2.73|-0.494699
1226|1107159|22.59777|26.136012|1.726857|-0.392734|No-3C|PKS-J0130+2608|1.6|2.8|0.0|-0.489461
1227|1107556|22.125977|29.050003|2.904078|-0.686905|3C42|No-PKS|0.0|0.0|0.0|0.0
1228|1111924|6.378162|-33.057042|1.441601|-0.772861|No-3C|PKS-J0025-3303|1.7|0.0|4.09|-0.864529
1230|1113688|96.791588|-5.885657|19.17038|-0.673904|3C161|PKS-J0627-0553|18.5|0.0|44.7|-0.630787
1231|1115790|278.416576|-21.061128|11.070878|0.278931|No-3C|PKS-J1833-2103|0.0|0.0|11.5|0.0
1232|1115836|278.046259|-20.663318|1.148864|-0.271446|No-3C|No-PKS|0.0|0.0|0.0|0.0
1234|1117968|69.268987|29.670717|50.32024|-0.750079|3C123|No-PKS|0.0|0.0|0.0|0.0
1235|1118071|70.390851|-33.667721|1.186239|0.496328|No-3C|PKS-J0441-3340|0.0|0.0|0.0|0.0
1237|1118562|73.809697|-30.113363|3.437228|-0.816415|No-3C|PKS-J0455-3006|3.2|0.0|9.16|-0.764955
1238|1118764|336.447017|-4.950553|7.539944|-0.436377|3C446|PKS-J2225-0457|6.2|0.0|11.9|-0.480967
1239|1118950|334.716918|-3.593657|2.294438|-0.035788|No-3C|PKS-J2218-0335|0.9|1.8|1.77|-0.317602
1240|1119071|335.592109|-2.835407|1.456872|-0.546227|No-3C|PKS-J2222-0250|1.03|2.5|3.21|-0.637114
1241|1119183|335.969039|-2.171811|1.367519|-0.728229|3C445|PKS-J2223-0206|5.1|12.2|17.5|-0.781643
1242|1119184|335.949106|-2.031372|1.140901|-0.679276|3C445|PKS-J2223-0206|5.1|12.2|17.5|-0.781643
1243|1119185|335.959718|-2.105065|3.008148|-0.622798|3C445|PKS-J2223-0206|5.1|12.2|17.5|-0.781643
1244|1119186|335.964503|-2.137069|5.516568|-0.663663|3C445|PKS-J2223-0206|5.1|12.2|17.5|-0.781643
1245|1119990|135.201145|18.536099|1.248616|-0.827845|No-3C|PKS-J0900+1832|1.2|0.0|3.02|-0.853198
1246|1121718|184.643464|-10.317809|2.734082|-0.70926|No-3C|PKS-J1218-1019|2.5|0.0|7.7|-0.807034
1247|1122538|55.522495|-37.055872|2.088423|-0.615205|No-3C|PKS-J0342-3703|2.03|2.7|5.03|-0.640377
1248|1122753|54.701074|-35.371752|1.264745|-0.688553|No-3C|PKS-J0338-3523|2.5|0.0|7.9|-0.757782
1249|1123928|266.807849|-19.360015|2.307159|-0.712704|No-3C|No-PKS|0.0|0.0|0.0|0.0
1250|1123929|266.817004|-19.332154|1.305815|-0.824449|No-3C|No-PKS|0.0|0.0|0.0|0.0
1251|1128513|299.046315|-7.615208|1.822251|-0.848662|No-3C|PKS-J1956-0736|1.8|0.0|5.88|-0.928913
1252|1130266|110.986316|19.083268|1.297997|-0.882948|No-3C|PKS-J0723+1904|1.4|0.0|3.0|-0.794358
1253|1130939|158.521136|11.208876|1.246715|-0.799868|No-3C|PKS-J1034+1112|1.3|0.0|3.8|-0.856305
1254|1131087|160.685593|12.058814|3.398196|-0.675546|3C245|PKS-J1042+1203|3.7|0.0|8.9|-0.694786
1255|1132153|231.747691|-13.850219|2.904097|-0.35489|No-3C|PKS-J1526-1351|2.4|0.0|6.11|-0.456374
1256|1133424|357.123417|18.734683|1.62946|-0.791574|3C467|PKS-J2348+1844|1.8|0.0|4.68|-0.798791
1257|1134533|101.29412|29.487523|1.779729|-0.785752|No-3C|No-PKS|0.0|0.0|0.0|0.0
1258|1137010|132.155599|5.923949|1.280937|-0.736873|No-3C|PKS-J0848+0555|1.1|0.0|2.54|-0.748613
1259|1137078|268.01256|2.325437|1.136438|-0.872503|No-3C|PKS-J1752+0219|0.0|0.0|3.54|-0.628311
1260|1137206|267.65886|3.17679|1.489558|-0.897342|No-3C|PKS-J1750+0310|1.17|0.0|4.47|-0.703286
1261|1138617|29.423311|-10.728034|2.204797|-0.653705|No-3C|PKS-J0157-1043|2.0|4.2|5.36|-0.649117
1262|1139207|172.227606|-29.362314|1.096901|-0.731367|No-3C|PKS-J1128-2921|0.0|0.0|2.42|0.0
1263|1142241|17.788007|-13.962916|1.282467|-0.512992|No-3C|PKS-J0111-1357|1.2|0.0|2.86|-0.671381
1264|1142429|16.093712|-12.587704|2.152159|-0.580878|No-3C|PKS-J0104-1235|1.8|0.0|5.18|-0.567987
1265|1143270|60.281829|0.609138|1.718968|-0.749503|3C99|PKS-J0401+0036|1.85|2.4|5.29|-0.768258
1266|1147154|319.260177|24.992272|1.409121|-0.583591|No-3C|PKS-J2117+2459|1.5|2.5|0.0|-0.68127
1268|1147167|320.936235|25.070593|11.957411|-0.68958|3C433|PKS-J2123+2504|12.4|25.0|0.0|-0.723293
1269|1150755|305.535561|10.019685|3.359606|-0.751657|3C411|PKS-J2022+1001|3.3|0.0|10.0|-0.776887
1270|1152160|97.137552|-21.208612|1.02768|-0.622754|No-3C|No-PKS|0.0|0.0|0.0|0.0
1271|1152208|94.905211|-20.904052|1.037317|-0.441743|No-3C|No-PKS|0.0|0.0|0.0|0.0
1272|1153185|254.639484|5.254297|1.581868|-0.270983|No-3C|PKS-J1658+0515|0.0|0.0|2.34|0.0
1273|1155305|188.903208|-25.190645|1.215171|-0.819413|No-3C|PKS-J1235-2512|2.3|0.0|6.4|-0.849446
1274|1157137|292.117872|-1.114014|1.268727|-0.581079|No-3C|No-PKS|0.0|0.0|0.0|0.0
1275|1157393|291.528089|0.579455|1.162618|-0.690273|No-3C|No-PKS|0.0|0.0|0.0|0.0
1276|1158418|0.841662|-17.453203|2.428169|-0.665157|No-3C|PKS-J0003-1727|2.2|0.0|6.51|-0.756317
1277|1160145|213.663303|-30.428017|1.393604|-0.662713|No-3C|PKS-J1414-3025|1.4|0.0|3.31|-0.641682
1278|1160261|289.453173|6.356596|1.525624|-1.055853|No-3C|No-PKS|0.0|0.0|0.0|0.0
1279|1160332|286.893834|7.138793|12.031011|-0.586149|3C397|PKS-J1907+0705|0.0|0.0|0.0|-0.437553
1280|1160334|286.787757|7.157925|2.003643|0.716214|3C397|No-PKS|0.0|0.0|0.0|0.0
1281|1160420|287.630094|7.872122|2.101512|1.061646|No-3C|No-PKS|0.0|0.0|0.0|0.0
1282|1160561|287.569714|9.102477|38.679203|2.188021|No-3C|No-PKS|0.0|0.0|0.0|0.0
1283|1160563|287.626266|9.085558|1.798364|1.000634|3C398|No-PKS|0.0|0.0|0.0|0.0
1284|1160564|287.574748|9.047328|1.603076|0.715537|No-3C|No-PKS|0.0|0.0|0.0|0.0
1285|1160575|287.788596|9.088444|29.573618|-0.206962|3C398|No-PKS|0.0|0.0|0.0|0.0
1286|1165002|293.217958|-8.29431|1.767156|-0.711509|No-3C|PKS-J1932-0817|1.7|0.0|4.28|-0.765854
1287|1165097|290.878401|-7.693725|1.925679|-0.816766|No-3C|PKS-J1923-0741|0.0|0.0|6.04|-0.809
1288|1165586|42.405149|-20.508948|1.009227|-0.49851|No-3C|PKS-J0249-2030|0.0|0.0|0.0|0.0
1290|1167634|253.243357|0.318973|1.346263|-0.739368|No-3C|PKS-J1652+0019|1.37|2.8|3.78|-0.706771
1291|1168224|117.974891|-27.97544|1.234833|-0.319749|No-3C|No-PKS|0.0|0.0|0.0|0.0
1292|1169573|74.263268|-23.41448|1.783671|0.517255|No-3C|PKS-J0457-2324|0.0|0.0|0.0|0.0
1293|1169785|77.752736|-22.032538|1.950713|-0.700745|No-3C|PKS-J0511-2201|1.9|0.0|5.1|-0.783789
1294|1169792|74.05025|-21.993077|1.103602|-0.776309|No-3C|PKS-J0456-2159|1.9|0.0|4.93|-0.695181
1295|1170231|87.828673|16.611467|2.117244|-0.495444|No-3C|No-PKS|0.0|0.0|0.0|0.0
1296|1170884|117.844383|-19.287432|1.176217|-0.773851|No-3C|PKS-J0751-1917|1.4|0.0|3.46|-0.772678
1297|1170885|116.880618|-19.29441|2.425953|-0.965989|No-3C|PKS-J0747-1917|0.0|0.0|10.1|-1.069355
1298|1170927|116.834111|-18.946945|1.424359|-0.92766|No-3C|PKS-J0747-1856|0.0|0.0|5.17|-1.008952
1299|1171480|352.390341|-19.38447|1.367181|-0.776964|No-3C|PKS-J2329-1923|0.0|0.0|3.93|0.0
1300|1173405|288.362079|10.901079|4.057808|1.333416|No-3C|No-PKS|0.0|0.0|0.0|0.0
1301|1173407|288.358733|10.897632|4.51782|0.882766|No-3C|No-PKS|0.0|0.0|0.0|0.0
1302|1173442|288.585192|11.148855|7.051558|1.798561|No-3C|No-PKS|0.0|0.0|0.0|0.0
1303|1173456|288.534491|11.207801|1.72814|1.458034|No-3C|No-PKS|0.0|0.0|0.0|0.0
1304|1173529|289.360481|11.935058|1.669063|0.98427|No-3C|No-PKS|0.0|0.0|0.0|0.0
1305|1176820|125.631001|5.941991|1.979157|-0.754679|3C198|PKS-J0822+0556|2.3|0.0|6.6|-0.962546
1306|1179438|341.766202|-36.962545|1.300119|-0.543293|No-3C|PKS-J2247-3657|1.8|0.0|2.95|-0.757565
1307|1180441|114.58247|-30.418143|1.450241|-0.759849|No-3C|PKS-J0738-3025|1.4|0.0|3.65|-0.615661
1308|1181229|275.619599|-9.64926|5.880832|-0.426414|No-3C|No-PKS|0.0|0.0|0.0|0.0
1309|1183175|278.613749|-9.264853|1.526493|0.974706|No-3C|No-PKS|0.0|0.0|0.0|0.0
1310|1183227|278.552276|-8.827839|2.092839|0.118374|No-3C|No-PKS|0.0|0.0|0.0|0.0
1311|1183270|278.677387|-8.549552|8.550124|1.332031|No-3C|No-PKS|0.0|0.0|0.0|0.0
1312|1183322|278.470889|-8.12371|1.473437|1.084551|No-3C|No-PKS|0.0|0.0|0.0|0.0
1313|1183344|280.707598|-7.934505|1.088376|-0.595671|No-3C|No-PKS|0.0|0.0|0.0|0.0
1314|1183349|278.604132|-7.911853|1.642159|1.222537|No-3C|No-PKS|0.0|0.0|0.0|0.0
1315|1183378|278.877674|-7.557691|1.211104|0.786062|No-3C|No-PKS|0.0|0.0|0.0|0.0
1316|1183401|279.218135|-7.413862|1.902575|1.198459|No-3C|No-PKS|0.0|0.0|0.0|0.0
1317|1183402|279.152493|-7.354316|1.01632|0.572842|No-3C|No-PKS|0.0|0.0|0.0|0.0
1318|1183414|278.538853|-7.301319|4.222437|1.486514|No-3C|No-PKS|0.0|0.0|0.0|0.0
1319|1183436|279.042529|-7.176339|3.98462|1.303282|No-3C|No-PKS|0.0|0.0|0.0|0.0
1320|1183471|279.478672|-6.898662|1.607313|-0.840208|3C385|No-PKS|0.0|0.0|0.0|0.0
1321|1183487|279.555294|-6.792758|14.525663|1.765981|3C385|No-PKS|0.0|0.0|0.0|0.0
1322|1183538|279.521639|-6.420979|1.172933|0.887773|No-3C|No-PKS|0.0|0.0|0.0|0.0
1323|1183550|279.391473|-6.257835|7.559983|1.321874|No-3C|No-PKS|0.0|0.0|0.0|0.0
1324|1183575|279.790201|-6.106649|1.304283|0.8622|No-3C|No-PKS|0.0|0.0|0.0|0.0
1325|1185832|282.496679|-1.548854|1.535528|-0.846615|No-3C|No-PKS|0.0|0.0|0.0|0.0
1326|1185845|282.392596|-1.477104|1.181205|0.873328|No-3C|No-PKS|0.0|0.0|0.0|0.0
1327|1185905|282.340278|-0.921346|10.349626|-0.595375|3C391|PKS-J1849-0055|17.8|0.0|0.0|-0.363134
1328|1186051|282.629898|-0.032|1.450349|1.311054|No-3C|No-PKS|0.0|0.0|0.0|0.0
1329|1186125|283.128441|0.661997|1.4465|0.0574|No-3C|No-PKS|0.0|0.0|0.0|0.0
1330|1186201|285.448388|1.215005|13.530682|2.041396|No-3C|No-PKS|0.0|0.0|0.0|0.0
1331|1186203|283.339514|1.241261|10.974669|2.036177|No-3C|PKS-J1853+0114|0.0|0.0|0.0|0.0
1332|1186211|285.565837|1.367267|1.94755|0.175459|No-3C|No-PKS|0.0|0.0|0.0|0.0
1333|1191772|313.073119|-36.675332|1.45106|-1.036478|No-3C|PKS-J2052-3640|1.42|0.0|5.75|-0.874265
1334|1192355|126.855854|29.312418|2.068324|-0.911032|3C200|No-PKS|0.0|0.0|0.0|0.0
1335|1194886|176.618931|-33.47851|1.764688|-0.622824|No-3C|PKS-J1146-3328|0.0|0.0|3.68|-0.731413
1336|1195053|174.823054|-32.382237|1.526731|-0.80876|No-3C|PKS-J1139-3222|2.5|0.0|6.78|-0.84311
1337|1195119|176.586137|-31.953878|1.557328|-0.987008|No-3C|PKS-J1146-3157|2.0|0.0|5.77|-0.878848
1338|1197953|255.163548|14.811171|1.71606|-0.8044|No-3C|PKS-J1700+1448|1.83|0.0|4.27|-0.72172
1339|1198815|121.395096|24.165506|5.193349|-0.759623|3C192|PKS-J0805+2409|4.9|8.3|13.1|-0.717182
1340|1202967|247.404505|23.336944|2.632739|-0.689495|3C340|PKS-J1629+2320|2.3|6.3|0.0|-0.728353
1341|1203016|246.164239|23.754806|2.622699|-0.758146|3C336|PKS-J1624+2345|2.5|5.7|0.0|-0.785458
1342|1203421|50.369928|-29.679872|2.091748|-0.374403|No-3C|PKS-J0321-2940|2.0|0.0|3.72|-0.473305
1343|1203556|52.152205|-28.69668|1.467569|-0.78194|No-3C|PKS-J0328-2841|0.0|0.0|4.03|-0.761132
1344|1204336|297.351428|-23.453256|1.344745|-0.619233|No-3C|PKS-J1949-2327|1.4|0.0|3.15|-0.735362
1346|1204399|295.057061|-22.998616|1.336205|-0.712119|No-3C|PKS-J1940-2259|0.0|0.0|3.73|-0.709919
1347|1204656|84.629389|-13.24279|1.369135|-0.775993|No-3C|PKS-J0538-1314|1.3|0.0|3.9|-0.752407
1348|1204854|83.889095|-12.039073|1.360906|-0.699663|No-3C|PKS-J0535-1202|1.5|0.0|4.14|-0.739756
1349|1206057|263.677353|16.009092|1.467272|-1.043781|No-3C|PKS-J1734+1600|1.4|0.0|5.36|-0.947828
1350|1206305|265.409227|17.342399|1.588461|-0.77486|No-3C|PKS-J1741+1720|1.7|0.0|4.02|-0.711725
1351|1207750|103.710106|-13.158274|1.205137|-0.210352|No-3C|No-PKS|0.0|0.0|0.0|0.0
1352|1210240|133.663952|14.097779|2.231785|-0.721059|No-3C|PKS-J0854+1405|2.2|0.0|5.5|-0.782329
1353|1211192|197.457072|-0.210286|1.600541|-0.828337|No-3C|PKS-J1309-0012|1.57|3.8|5.1|-0.904667
1354|1212174|200.089385|17.720104|1.619561|-0.679376|No-3C|PKS-J1320+1743|1.8|0.0|3.83|-0.581585
1355|1212387|133.25114|-20.790694|2.311719|-0.835211|No-3C|PKS-J0853-2047|2.2|0.0|7.49|-0.874827
1356|1213179|201.535326|-27.442509|1.575184|-0.596973|No-3C|PKS-J1326-2726|0.0|0.0|0.0|0.0
1358|1214898|230.690983|-5.068504|1.315818|-0.76612|No-3C|PKS-J1522-0503|1.1|0.0|3.8|-0.808204
1359|1216299|181.008895|-4.378893|2.163869|-0.485036|No-3C|PKS-J1204-0422|2.0|0.0|4.57|-0.603972
1360|1218317|230.022936|20.26822|2.757711|-0.862305|3C318|PKS-J1520+2016|2.3|4.6|0.0|-0.762484
1361|1218934|297.523138|8.120694|1.13249|0.458666|No-3C|PKS-J1950+0807|0.0|0.0|0.77|0.0
1362|1219630|319.94666|-11.59588|1.222835|-0.535504|No-3C|PKS-J2119-1135|1.2|0.0|2.73|-0.729125
1363|1219862|320.72036|-10.054589|1.067685|-0.705595|No-3C|PKS-J2122-1003|1.0|0.0|3.4|-0.872902
1364|1220847|56.786134|-11.120337|1.058724|-0.67507|No-3C|PKS-J0347-1106|1.0|0.0|3.19|-0.868322
1365|1223358|324.306364|-27.915902|1.046564|-0.619239|No-3C|PKS-J2137-2754|0.0|0.0|2.12|0.0
1366|1225057|64.018042|-20.941171|2.825721|-0.651422|No-3C|PKS-J0416-2056|2.5|0.0|7.3|-0.718541
1367|1225383|64.152463|-18.852356|1.256079|0.534741|No-3C|PKS-J0416-1851|0.0|0.0|0.0|0.0
1368|1227093|115.357255|27.112444|1.061161|0.194383|No-3C|No-PKS|0.0|0.0|0.0|0.0
1369|1227831|99.988608|-27.759898|1.158407|-0.751949|No-3C|PKS-J0639-2745|1.2|0.0|3.23|-0.763845
1370|1232419|331.520204|29.48934|2.610526|-0.756073|3C441|No-PKS|0.0|0.0|0.0|0.0
1371|1234943|267.042114|9.46096|1.092784|-0.793125|No-3C|No-PKS|0.0|0.0|0.0|0.0
1372|1235263|70.660923|-0.295257|1.810557|-0.032715|No-3C|PKS-J0442-0017|3.3|0.0|1.85|-0.065053
1373|1235285|73.953979|-0.157674|1.273189|-0.798926|No-3C|PKS-J0455-0009|1.02|3.1|3.99|-0.875843
1374|1235528|70.496181|1.350329|1.185449|-0.927365|No-3C|PKS-J0441+0121|1.17|0.0|4.29|-0.94756
1375|1236919|131.704253|-29.712293|1.349893|-0.853068|No-3C|PKS-J0846-2943|0.0|0.0|3.5|-0.692373
1376|1237467|131.503066|-26.181712|1.85588|0.371197|No-3C|PKS-J0846-2611|0.0|0.0|1.46|0.0
1377|1238311|316.788094|-25.412145|11.102346|-0.631572|No-3C|PKS-J2107-2526|11.2|0.0|31.0|-0.649263
1378|1239271|246.932979|-39.884005|1.744934|-0.878413|No-3C|No-PKS|0.0|0.0|0.0|0.0
1379|1240621|258.358106|28.218336|1.075129|-0.556615|No-3C|No-PKS|0.0|0.0|0.0|0.0
1380|1241222|150.738034|19.864795|1.227217|-0.710776|No-3C|PKS-J1002+1952|0.9|1.9|0.0|-0.715362
1381|1244275|276.784692|2.246432|1.130623|-0.739695|No-3C|No-PKS|0.0|0.0|0.0|0.0
1382|1245995|31.774805|29.517838|2.58592|-0.64027|No-3C|No-PKS|0.0|0.0|0.0|0.0
1383|1246010|30.401588|29.561208|1.21923|-0.671152|No-3C|No-PKS|0.0|0.0|0.0|0.0
1384|1246840|312.05017|7.021089|2.449035|-0.843033|3C424|PKS-J2048+0701|2.4|0.0|7.86|-0.845277
1385|1248181|240.003932|-0.623026|1.19925|1.078431|No-3C|PKS-J1600-0037|1.06|0.0|0.96|-0.568509
1386|1248239|241.232711|-0.318757|1.005977|-0.732323|No-3C|PKS-J1604-0019|1.0|2.3|2.16|-0.673364
1387|1248279|239.464431|-0.030624|1.122962|0.226672|No-3C|PKS-J1557-0001|1.89|0.0|1.1|0.023111
1388|1248281|241.553225|0.007565|2.37939|-0.586244|No-3C|PKS-J1606+0000|2.1|3.6|5.61|-0.69787
1389|1248355|241.444052|0.4317|1.393443|-0.799285|No-3C|PKS-J1605+0025|1.15|0.0|4.26|-0.88731
1391|1248477|241.188762|1.297643|4.229007|-0.898597|No-3C|PKS-J1604+0117|4.2|8.9|14.9|-0.882922
1392|1248567|240.631057|1.96362|6.122483|-0.815466|3C327|PKS-J1602+0157|8.5|16.9|16.1|-0.78693
1393|1248568|240.575685|1.97104|2.098386|-0.716187|3C327|PKS-J1602+0157|8.5|16.9|16.1|-0.78693
1394|1248569|240.626815|1.963927|8.256737|-0.791881|3C327|PKS-J1602+0157|8.5|16.9|16.1|-0.78693
1395|1248588|68.251514|-29.93698|1.112647|-0.967659|No-3C|PKS-J0432-2956|0.0|0.0|3.63|-1.098516
1396|1248594|69.402448|-29.901509|1.101125|-0.833493|No-3C|PKS-J0437-2954|0.0|0.0|2.76|-0.761219
1397|1249037|66.669138|-26.729262|1.237113|-0.668648|No-3C|PKS-J0426-2643|1.2|0.0|3.25|-0.758603
1398|1250584|169.822342|-5.452182|1.19643|-0.654598|No-3C|PKS-J1119-0526|0.0|0.0|2.96|-0.797594
1399|1250589|166.821241|-5.416229|1.049243|-0.618056|No-3C|PKS-J1107-0525|0.0|0.0|2.84|-0.821527
1400|1250971|169.855081|-3.047709|1.741786|-0.976748|No-3C|PKS-J1119-0302|1.6|0.0|7.73|-0.984492
1401|1251093|168.384349|-2.214934|1.645137|-0.782243|No-3C|PKS-J1113-0212|1.56|2.6|4.58|-0.795623
1402|1253411|343.538877|24.756504|1.967239|-0.085229|No-3C|PKS-J2254+2445|1.9|2.4|0.0|-0.232722
1403|1253897|351.332575|-12.124613|1.908682|-0.901899|No-3C|PKS-J2325-1207|2.0|0.0|7.2|-0.94252
1404|1254394|63.181679|23.084992|1.490677|-0.614429|No-3C|PKS-J0412+2305|1.3|3.1|0.0|-0.722885
1405|1254752|65.20539|25.440942|1.033686|-0.870655|No-3C|PKS-J0420+2526|1.1|1.5|0.0|-0.953683
1406|1255944|116.090178|-6.493259|8.300302|0.379758|No-3C|PKS-J0744-0629|7.8|0.0|12.2|0.136958
1407|1255953|114.738202|-6.449402|1.616974|0.059873|No-3C|PKS-J0738-0626|1.9|0.0|1.35|0.125823
1408|1256158|149.520198|-29.068587|1.292482|-0.946096|No-3C|PKS-J0958-2904|1.4|0.0|3.7|-0.892577
1409|1257282|354.484558|-17.873305|1.103878|-0.609862|No-3C|PKS-J2337-1752|1.1|0.0|2.49|-0.725778
